YEAR,STATE_NAME,STATE_ABBREV,pmp2012,share-disreprot,share-disreport,reportable-drugs_State Schedule I,reportable-drugsState Schedule II,reportable-drugsState Schedule III,reportable-drugsState Schedule IV,reportable-drugsState Schedule V,reportable-drugs_Federal Schedule I,reportable-drugs_Federal Schedule II,reportable-drugs_Federal Schedule III,reportable-drugs_Federal Schedule IV,reportable-drugs_Federal Schedule V,reportable-drugs_Reportable Drugs Not Specified,must-access,prescriber-freq,share-dispecheck,dispenser-freq,share-stateagen,share-insurance,state-share,share-provision_Receiving state must allow reciprocity with this state,share-provision_Must have bilateral memorandum of understanding or data sharing agreement,share-provision_Only if other state has PDMP laws consistent with or similar to this state,share-provision_Physically bordering states only or higher priority,share-provision_None of the above restrictions
1999,Kentucky,KY,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,Kentucky,KY,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2001,Kentucky,KY,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,Kentucky,KY,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,Kentucky,KY,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,Kentucky,KY,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,Kentucky,KY,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
2006,Kentucky,KY,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
2007,Kentucky,KY,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
2008,Kentucky,KY,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
2009,Kentucky,KY,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
2010,Kentucky,KY,1,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
2011,Kentucky,KY,1,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
2012,Kentucky,KY,1,1,3,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2013,Kentucky,KY,1,1,3,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2014,Kentucky,KY,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2015,Kentucky,KY,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2016,Kentucky,KY,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2017,Kentucky,KY,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2018,Kentucky,KY,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2019,Kentucky,KY,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2020,Kentucky,KY,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2021,Kentucky,KY,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2022,Kentucky,KY,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2023,Kentucky,KY,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2024,Kentucky,KY,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2025,Kentucky,KY,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2026,Kentucky,KY,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2027,Kentucky,KY,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2028,Kentucky,KY,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2029,Kentucky,KY,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,1,1,0
2006,Louisiana,LA,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,Louisiana,LA,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,Louisiana,LA,1,1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,Louisiana,LA,1,1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2010,Louisiana,LA,1,1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,Louisiana,LA,1,1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Louisiana,LA,1,1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
2013,Louisiana,LA,1,1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
2014,Louisiana,LA,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1
2015,Louisiana,LA,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1
2016,Louisiana,LA,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1
2017,Louisiana,LA,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1
2018,Louisiana,LA,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1
2019,Louisiana,LA,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1
2020,Louisiana,LA,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1
2021,Louisiana,LA,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1
2022,Louisiana,LA,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1
2023,Louisiana,LA,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1
2024,Louisiana,LA,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1
2025,Louisiana,LA,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1
2026,Louisiana,LA,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1
2027,Louisiana,LA,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1
2028,Louisiana,LA,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1
2029,Louisiana,LA,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1
2003,Maine,ME,1,1,7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Maine,ME,1,1,7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Maine,ME,1,1,7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Maine,ME,1,1,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Maine,ME,1,1,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Maine,ME,1,1,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Maine,ME,1,1,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Maine,ME,1,1,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Maine,ME,1,1,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2012,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2013,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2014,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2015,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2016,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2017,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2018,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2019,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2020,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2021,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2022,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2023,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2024,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2025,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2026,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2027,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2028,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2029,Maine,ME,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2011,Maryland,MD,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2012,Maryland,MD,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2013,Maryland,MD,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2014,Maryland,MD,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2015,Maryland,MD,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2016,Maryland,MD,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2017,Maryland,MD,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2018,Maryland,MD,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2019,Maryland,MD,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2020,Maryland,MD,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2021,Maryland,MD,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2022,Maryland,MD,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2023,Maryland,MD,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2024,Maryland,MD,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2025,Maryland,MD,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2026,Maryland,MD,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2027,Maryland,MD,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2028,Maryland,MD,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2029,Maryland,MD,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
1998,Massachusetts,MA,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Massachusetts,MA,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Massachusetts,MA,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Massachusetts,MA,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Massachusetts,MA,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Massachusetts,MA,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Massachusetts,MA,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Massachusetts,MA,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Massachusetts,MA,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Massachusetts,MA,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Massachusetts,MA,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Massachusetts,MA,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Massachusetts,MA,1,1,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
2011,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0
2012,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0
2013,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0
2014,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,0
2015,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,0
2016,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,0
2017,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,0
2018,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,0
2019,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,0
2020,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,0
2021,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,0
2022,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,0
2023,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,0
2024,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,0
2025,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,0
2026,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,0
2027,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,0
2028,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,0
2029,Massachusetts,MA,1,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,0
2002,Michigan,MI,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,Michigan,MI,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,Michigan,MI,1,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,Michigan,MI,1,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2006,Michigan,MI,1,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,Michigan,MI,1,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,Michigan,MI,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,Michigan,MI,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010,Michigan,MI,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,Michigan,MI,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Michigan,MI,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2013,Michigan,MI,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2014,Michigan,MI,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2015,Michigan,MI,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2016,Michigan,MI,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2017,Michigan,MI,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2018,Michigan,MI,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2019,Michigan,MI,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020,Michigan,MI,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021,Michigan,MI,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2022,Michigan,MI,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2023,Michigan,MI,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2024,Michigan,MI,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2025,Michigan,MI,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2026,Michigan,MI,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2027,Michigan,MI,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2028,Michigan,MI,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2029,Michigan,MI,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2007,Minnesota,MN,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Minnesota,MN,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Minnesota,MN,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2011,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2012,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2013,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2014,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2015,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2016,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2017,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2018,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2019,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2020,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2022,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2023,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2024,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2025,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2026,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2027,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2028,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2029,Minnesota,MN,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2006,Mississippi,MS,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Mississippi,MS,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Mississippi,MS,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2009,Mississippi,MS,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2010,Mississippi,MS,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2011,Mississippi,MS,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2012,Mississippi,MS,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2013,Mississippi,MS,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2014,Mississippi,MS,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2015,Mississippi,MS,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2016,Mississippi,MS,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2017,Mississippi,MS,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2018,Mississippi,MS,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2019,Mississippi,MS,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2020,Mississippi,MS,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021,Mississippi,MS,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2022,Mississippi,MS,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2023,Mississippi,MS,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2024,Mississippi,MS,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2025,Mississippi,MS,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2026,Mississippi,MS,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2027,Mississippi,MS,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2028,Mississippi,MS,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2029,Mississippi,MS,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2001,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
